global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	aroma_motion_02	aroma_motion_03	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_09
658.2726435226461	n/a	433322.8732102928	n/a	1267.2343201778913	n/a	n/a	1605882.8222367223	641.356969538033	n/a	n/a	411338.7623750094	782.0044713433098	323.381840854925	n/a	n/a	n/a	n/a	-0.2230253258	-0.8871122807	-0.0079301917	0.1994350423	-0.3728916778	0.0955353265	-0.2316184035	0.0264762344	-0.0101268804	0.2420099602	-0.1875935464	0.0862025658	0.015710334	-0.1061877387	-0.753373853	0.353669755	-0.194470381	0.1930011014	-0.1331504915	0.0088935142	-0.0245165788	0.2009990794	0.0122491	n/a	0.00015004045081	n/a	-0.100835	n/a	n/a	0.010167697225	-0.029532	n/a	n/a	0.000872139024	-0.000228474	n/a	5.2200368676e-08	n/a	8.537239999999998e-05	n/a	7.288446681759997e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.182378656	1.015177441	0.8535343028	1.635752957	1.878512391	0.8965834628	2.145096802
657.3669060796082	-0.9057374430379924	432131.2492086764	0.8203603157210003	1245.6768325132664	-21.557487664624887	464.7252744104542	1551710.7710602842	640.8144346262845	-0.5425349117484757	0.2943441304659263	410643.1396254047	776.8968763314131	321.5857811924189	0.466771	20.444386	0.01072297	0.00713748	-0.2218420589	-0.0872595734	-0.1768761499	0.3285369902	-0.3854111581	0.0625423614	0.0944495496	0.1532874781	0.1337008503	0.208186852	0.4316780502	-0.3345765195	-0.2517089966	0.1716971024	-0.0740696251	0.3308754691	0.1430776946	-0.0685407978	-0.0060548095	0.2496816123	0.2833211577	-0.0165393905	0.0130712	0.0008220999999999	0.00017085626944	6.758484099999987e-07	-0.100838	-3.0000000000030003e-06	9.000000000018002e-12	0.010168302244	-0.0233753	0.0061566999999999	3.790495488999997e-05	0.00054640465009	-0.000252053	-2.3579000000000023e-05	6.353071480900001e-08	5.559692410000011e-10	3.4128e-05	-5.124439999999998e-05	1.164720384e-09	2.625988531359998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03315898635	-0.4337445191	1.33010624	-0.8499785653	0.4842831177	0.06677835136	-0.3213374066
654.0504975601846	-3.316408519423589	427782.053358725	10.998565467705363	1240.814012647827	-4.8628198654394055	23.64701704371212	1539619.4139832018	639.6261939815929	-1.188240644691632	1.4119158296971854	409121.6680273783	771.110443354501	296.32391942055443	3.897571	170.711884	0.17961296	0.0969673	0.1612737437	0.0014011517	0.1455760207	0.2653934444	0.0615898924	-0.4403454355	0.0087188547	-0.0341980682	-0.0264790667	-0.2761536066	-0.2321349454	-0.1654969144	-0.0722134762	0.1543255939	0.2034263737	0.2413049498	-0.2265920007	0.1065619739	0.0125637582	-0.3612031743	0.1815568828	-0.0800854051	0.0191035	0.0060322999999999	0.00036494371225	3.638864328999999e-05	-0.172099	-0.071261	0.005078130121	0.029618065801	-0.00474414	0.01863116	0.0003471201229456	2.25068643396e-05	0.000956491	0.001208544	9.14875033081e-07	1.460578599936e-06	0.000283233	0.0002491049999999	8.022093228899998e-08	6.205330102499998e-08	0.000216121	0.000216121	4.6708286641e-08	4.6708286641e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8113411344	0.08302175694	0.9511482136	-0.01631252476	-0.8789597991	1.439855766	-0.2158895829
656.8728411806768	2.8223436204922336	431481.9294807746	7.9656235121332095	1247.0837504122624	6.269737764435376	39.30961163478711	1555217.880542314	639.808122308784	0.1819283271911445	0.0330979162345681	409354.433372292	777.4173263102293	388.52281157821056	4.026545	176.360901	0.27394484	0.198011	-0.2059228176	-0.1424031279	0.1466120525	-0.1499888376	0.3141498474	0.1145107444	-0.2388106319	-0.4651775366	0.0317267303	0.0699969015	-0.0893356458	-0.0531090935	-0.1518967925	-0.1872082987	-0.174369583	-0.128760572	-0.129834109	-0.3158742207	-0.3588574037	-0.3629276845	-0.0671034865	0.0927035597	-0.00024294	-0.01934644	5.90198436e-08	0.0003742847406736	0.0134553	0.1855543	0.03443039824849	0.00018104509809	-0.00873394	-0.0039898	1.5918504040000007e-05	7.628170792360001e-05	-0.000225415	-0.001181906	5.0811922225e-08	1.3969017928359998e-06	0.000287178	3.945000000000044e-06	8.247120368400002e-08	1.556302500000035e-11	0.000100886	-0.000115235	1.0177984996e-08	1.3279105225e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3022107726	1.350993124	0.8921512705	1.443856517	-0.7093350466	0.9287779387	-1.718890249
658.006412202899	1.1335710222222133	432972.4385001314	1.2849832624219135	1241.7103661995038	-5.373384212758538	28.873257897922688	1541844.633527306	641.3959325844256	1.5878102756415728	2.5211414714329674	411388.7423358451	772.3929093477633	442.3637212146468	3.560439	155.945679	0.203073477	0.167661	0.0969179883	-0.0330850729	-0.101085268	0.0102621248	-0.3468000654	0.205718242	0.1656077246	-0.0016419976	0.2072314527	-0.4067520679	-0.3896698418	0.1503909003	-0.3758763292	-0.0708380727	-0.0566851197	0.066259383	0.0752872909	0.1598484069	0.4732402936	-0.002209675	0.0705937554	0.2735708142	0.00672949	0.00697243	4.52860356601e-05	4.86147801049e-05	-0.152249	-0.1657043	0.02745791503849	0.0231797580009999	0.000399507	0.009133447	8.341985410180902e-05	1.59605843049e-07	0.00018216	0.000407575	3.3182265600000004e-08	1.6611738062499997e-07	0.000296344	9.16599999999996e-06	8.781976633599998e-08	8.401555599999924e-11	0.000109411	8.525000000000004e-06	1.1970766921e-08	7.267562500000007e-11	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4151150676	-0.4745916428	-1.317983528	0.1952243961	1.296287818	-1.343364187	-0.3787718672
654.8952172924153	-3.111194910483732	428887.74563247984	9.679533771019878	1240.38227359963	-1.3280925998737985	1.7638299538395454	1538548.1846601877	640.1551995329062	-1.2407330515194417	1.5394185051327456	409798.6794890149	771.5257072871223	347.149393633205	2.402805	105.241783	0.0565456949999999	0.0404486	0.1847717256	0.0263235711	0.1433590798	-0.1127904876	0.092328399	-0.2030031881	0.3830821215	0.2433537797	-0.0714894661	0.1223142212	-0.2023514625	-0.2400728177	0.2260899791	-0.2756344283	0.113751778	-0.1381877151	-0.0025325605	0.5128219626	-0.0410272431	-0.0986802134	-0.0668691081	0.2293267593	0.0163128	0.0095833099999999	0.00026610744384	9.183983055609996e-05	-0.153324	-0.0010749999999999	1.1556249999999842e-06	0.0235082489759999	0.000477492	7.798499999999998e-05	6.0816602249999975e-09	2.27998610064e-07	0.000909043	0.000726883	8.26359175849e-07	5.28358895689e-07	0.000407347	0.000111003	1.65931578409e-07	1.2321666009000008e-08	0.000187713	7.8302e-05	3.5236170369e-08	6.131203204e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8935874687	0.2344455752	-0.5576201455	-0.1273319358	-2.01246808	-0.3304104539	1.03632791
655.4925995193694	0.597382226954096	429670.5480246604	0.3568655250806351	1241.3252401887685	0.9429665891384502	0.8891859882314028	1540888.3519297035	639.0968483066931	-1.0583512262130623	1.1201073180266932	408444.7815155483	771.9392488547794	473.3902417193764	2.715923	118.956238	0.225287458	0.151626	0.067947697	-0.0887477091	-0.1195605552	-0.4071114843	0.2201500853	0.364610608	0.2173880806	-0.0746428351	-0.1189037282	-0.1646798489	-0.1509565088	-0.17441111	-0.056384945	0.2744666836	-0.1838450769	-0.2693010019	0.1322411797	0.0023636086	0.1192082875	-0.3846091482	0.2959800543	-0.3429259435	-0.000208547	-0.016521347	4.349185120900001e-08	0.0002729549066944	-0.0109974	0.1423266	0.02025686106756	0.0001209428067599	0.000495128	1.7635999999999965e-05	3.1102849599999873e-10	2.45151736384e-07	6.47255e-05	-0.0008443175	4.1893903502499995e-09	7.1287204080625e-07	0.000189114	-0.000218233	3.5764104996e-08	4.7625642289000016e-08	0.0004536	0.000265887	2.0575296000000002e-07	7.069589676900003e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05531056011	2.85196517	-1.440037828	-1.015837492	0.6775362261	0.2851105426	-0.7841669181
661.9837407812561	6.491141261886696	438222.47305874527	42.13491488176801	1241.1194606819256	-0.2057795068428731	0.042345205436496	1540377.515683394	639.9248602819235	0.8280119752304245	0.685603831124989	409503.8268068394	771.5008286820844	686.7366857644982	2.029147	88.875763	0.154827324	0.109481	0.1897558568	-0.0317647711	-0.3290877237	-0.2593214964	0.0037983523	0.1192244079	0.3399517578	0.1469386886	-0.0912830865	-0.0549315733	0.1730627373	-0.2667794513	-0.0299928309	0.0521255971	-0.0490483316	-0.1165496643	0.3834902276	0.1834610094	0.1150736426	0.043134832	0.1547453229	0.000417137	0.00440609	0.0046146369999999	1.94136290881e-05	2.1294874641769e-05	-0.117486	-0.1064885999999999	0.0113398219299599	0.0138029601959999	0.00929371	0.008798582	7.741504521072402e-05	8.63730455641e-05	-0.000119225	-0.0001839505	1.4214600625e-08	3.3837786450250004e-08	0.000276443	8.732900000000003e-05	7.642073224900001e-08	7.626354241000005e-09	2.63694e-05	-0.0004272306	6.953452563599998e-10	1.8252598557636e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.409088115	-0.4999244465	-1.683510059	-1.626918168	0.6969162957	0.2482267735	-0.5458749004
656.4145480320352	-5.569192749220861	430880.058868101	31.015907877974207	1239.0986149724583	-2.0208457094672667	4.083817381472261	1535365.3776266645	639.1527797408941	-0.7720805410294815	0.5961083618363769	408516.2758505119	770.7755042606626	495.96648983364827	1.934862	84.746094	0.19223198	0.113102	0.2624980559	0.050606115	0.2761185152	-0.0774357947	0.0028985116	-0.330249528	0.0632810461	0.2199559063	-0.4944861878	-0.0316361207	-0.0097354997	0.2316833848	-0.2047157814	0.0320887759	0.1702653702	-0.0207109713	-0.1799462674	0.414257048	-0.0140642962	-0.1943619042	-0.4291796851	-0.2662186921	0.0191296	0.01472351	0.00036594159616	0.0002167817467201	-0.209764	-0.092278	0.008515229284	0.044000935696	0.0201786	0.01088489	0.0001184808303121	0.00040717589796	0.00103254	0.001151765	1.0661388516e-06	1.3265626152249998e-06	0.000330528	5.4085e-05	1.0924875878400001e-07	2.9251872249999994e-09	0.000307431	0.0002810615999999	9.4513819761e-08	7.899562299455998e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1553984243	0.1703387464	-0.1374849571	0.2630210763	-0.7504975908	0.1993117969	1.979447247
655.4929007551613	-0.921647276873955	429670.9429404157	0.8494337029691766	1242.0889550159611	2.990340043502784	8.942133575776229	1542784.9721726424	639.3406413350916	0.1878615941975567	0.0352919785744475	408756.45566276624	776.0651654276091	441.8548440027516	4.222798	184.956696	0.35452339	0.239441	-0.1885471302	0.0412874183	0.1625661796	-0.2552713075	0.2170210755	0.3308154627	-0.2467513148	0.1707776804	-0.171475337	0.2059122914	-0.0866655659	-0.2706153956	0.1639890662	-0.0444519028	-0.1171998435	-0.3109563536	0.060126443	-0.0526122135	-0.3379832353	0.2014675267	0.0221981958	-0.2918538754	0.00636226	-0.01276734	4.04783523076e-05	0.0001630049706756	0.0140729	0.2238369	0.05010295780161	0.0001980465144099	-0.0107524	-0.030931	0.000956726761	0.00011561410576	-0.000502566	-0.001535106	2.52572584356e-07	2.356550431236e-06	0.000407469	7.694099999999997e-05	1.66030985961e-07	5.919917480999995e-09	0.000179715	-0.000127716	3.2297481225e-08	1.6311376656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.563993277	1.488140323	-0.8076688487	-0.8112294751	-1.582229722	-0.2202628279	-0.5812282295
658.3817738283055	2.888873073144282	433466.56010930607	8.345587632738088	1237.827841249951	-4.261113766010112	18.15709052688088	1532217.764573514	640.1441266205949	0.8034852855032568	0.6455886040202501	409784.5028468442	771.0736299780953	547.0060674833516	4.206238	184.231369	0.23344124	0.160705	0.2774045034	0.0775136773	0.0938494861	0.1544277219	-0.1949969276	-0.2258144594	-0.1006065028	-0.000555808	0.047182085	0.2685200077	-0.0867801829	0.1827978876	0.0889312189	0.3001911618	0.0866960825	0.2594825999	-0.1005832779	0.1474606385	-0.0886642122	0.2093019662	-0.181427876	-0.3517502871	0.00805715	0.00169489	6.491766612250002e-05	2.8726521121000032e-06	-0.138763	-0.1528359	0.02335881232881	0.019255170169	0.0118994	0.0226518	0.00051310404324	0.0001415957203599	0.000360123	0.000862689	1.29688575129e-07	7.442323107210001e-07	0.000182931	-0.0002245379999999	3.3463750761000003e-08	5.041731344399999e-08	0.000217661	3.794599999999999e-05	4.737631092099999e-08	1.439898915999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6161869301	-0.5699491148	0.7227075464	0.6990013555	1.347039134	-0.2845048776	0.528339714
